Text,Classificacao
IPVA com desconto só até a próxima segunda - Gerais - Estado de Minas https://t.co/MUWJJvCBgA,Neutro
IPVA com desconto só até a próxima segunda - Gerais - Estado de Minas https://t.co/Qx8hKUpPm8,Neutro
IPVA com desconto só até a próxima segunda - Gerais - Estado de Minas https://t.co/zgpEQepl0O,Neutro
"Isso aconteceu em MG, quando ousaram criticar o Aécio.  E foi a própria Globo.   https://t.co/lbRGFDkj5T via @DanielKastro",Neutro
"Isso aí, bebê ""não avisaa"" qa hora que vai mamar. E cá entre nós se algum homem olhar uma mulher amamentando e... https://t.co/xtxl1vNeRX",Neutro
Isso é que é preocupante para o nosso Estado falido pelo Pilantrel. https://t.co/VItaDTlhDP,Negativo
Já pensou em usar energia no tanque de leite . Nós vamos de surpreender. Atendemos todo estado de Minas Gerais... https://t.co/1WvxNiZ2iS,Neutro
"Já que o estado é responsável pela custodia do preso, enquanto ele cumpre sua pena ele tem que trabalhar, estudar... https://t.co/SgIPFT4OsK",Neutro
"já viajou para outro estado? — Sim, fui Minas e Alagoas  https://t.co/ZbITMbrOLz",Neutro
"Ja viajou pra outro estado do brasil? — já, MG  https://t.co/1dLKenPiII",Neutro
"já visitou outro estado sem ser o rj ? qual (is) ? — Sim. São Paulo, Minas Gerais e Rio Grande do Sul  https://t.co/9wF2o7wvwP",Neutro
"Jaja mi amigo sube una foto en cuero pum le pone mg, y a mi no me pone mg ni en un estado jajajajaja dale sigamos",Neutro
Japão chama para consultas seu embaixador em Seul - Estado de Minas https://t.co/Y194okdNk1,Neutro
'Jeitinho Kalil': novo prefeito de BH almoça de marmitex e elimina traje formal - Politica - Estado de Minas https://t.co/bZL5HJ4MVh,Positivo
'Jeitinho Kalil': novo prefeito de BH almoça de marmitex e elimina traje formal - Politica - Estado de Minas https://t.co/ilkqhekpEM,Positivo
'Jeitinho Kalil': novo prefeito de BH almoça de marmitex e elimina traje formal - Politica - Estado de Minas https://t.co/KLLQQAmJMd,Positivo
'Jeitinho Kalil': novo prefeito de BH almoça de marmitex e elimina traje formal - Politica - Estado de Minas https://t.co/Mppl4icXMC,Positivo
'Jeitinho Kalil': novo prefeito de BH almoça de marmitex e elimina traje formal - Politica - Estado de Minas https://t.co/oGQwx0ICAD,Positivo
'Jeitinho Kalil': novo prefeito de BH almoça de marmitex e elimina traje formal - Politica - Estado de Minas https://t.co/SWOK9msaCl,Positivo
'Jeitinho Kalil': novo prefeito de BH almoça de marmitex e elimina traje formal - Politica - Estado de Minas https://t.co/v4LMYbJgNy,Positivo
'Jeitinho Kalil': novo prefeito de BH almoça de marmitex e elimina traje formal - Politica - Estado de Minas https://t.co/voyWgIM3gC,Positivo
'Jeitinho Kalil': novo prefeito de BH almoça de marmitex e elimina traje formal - Politica - Estado de Minas https://t.co/VxPiNSuV8f,Positivo
João Doria é tietado e recebe artista em segundo dia de ação vestido como gari - Estado de Minas https://t.co/wZXrv3D7NY,Neutro
Johannes Gutenberg acharia ultrapassada a forma que a comunicação do governo e governador de Mg atuam...,Neutro
Jornal Hoje MG é o quarto estado a garantir o direito à amamentação em público Globo Play: https://t.co/MFO7Jwjqem via @YouTube,Neutro
"José Cesário de Faria Alvim ( meu bisavô)  Meu bisavô ,1° Governador de Minas Gerais José Cesário de Faria... https://t.co/k5f3YSb0G6",Neutro
Jovair avisa Temer que lançará candidatura ao comando da Câmara na terça-feira - Politica - Estado de Minas https://t.co/FR1xFrl0QC,Neutro
Jovair diz que Maia rasga a Constituição e o regimento interno - Estado de Minas https://t.co/QCly9KPtSv https://t.co/K0ceVtC9wD,Neutro
Jovair diz que Maia rasga a Constituição e o regimento interno - Estado de Minas https://t.co/Sgd56M5AM9 https://t.co/hBak5rwYwO,Neutro
Jovem arremessado de brinquedo no interior de Minas tem melhora no quadro de saúde - Gerais - Estado de Minas https://t.co/XTLrIeLl6n,Neutro
"Jovem é assaltado, leva tiro no pescoço e está em estado grave em Ubaporanga, MG https://t.co/65D2yjC72E https://t.co/ve1Wfi68Px",Neutro
"Jovem é assassinado após vazar ""nudes"" da ex-namorada | TV Alterosa - Belo Horizonte https://t.co/FrYQvfVBqm",Neutro
Jovem é morto a tiros durante baile funk na Pampulha - Gerais - Estado de Minas https://t.co/iImsHoybth,Neutro
Jovem fica ferido após ser torturado em Governador Valadares  https://t.co/BosdYUWGTO,Neutro
Jovem fica ferido após ser torturado em Governador Valadares  https://t.co/MiHAmojjQP,Neutro
Jovem fica ferido após ser torturado em Governador Valadares  https://t.co/MiHAmojjQP,Neutro
Jovem fica ferido após ser torturado em Governador Valadares https://t.co/5pU5S8xzpl,Neutro
Jovem fica ferido após ser torturado em Governador Valadares https://t.co/63VvHfpJl9 #SomosTodosDilma #Raynniere #BuyRaynniereOnItunes,Neutro
Jovem fica ferido após ser torturado em Governador Valadares https://t.co/8aWMLqVF0f #G1 https://t.co/pGlYqAvbkf,Neutro
Jovem fica ferido após ser torturado em Governador Valadares https://t.co/g2FUXG9hYI https://t.co/QwJ0hftLZP,Neutro
Jovem fica ferido após ser torturado em Governador Valadares https://t.co/InVosK2lAW https://t.co/Oh5wTUwRTo,Neutro
Jovem fica ferido após ser torturado em Governador Valadares https://t.co/IxGVXi4oRk https://t.co/hyDoF1wtik,Neutro
Jovem fica ferido após ser torturado em Governador Valadares https://t.co/m7qLmRweU1 https://t.co/EQfyt18Dj7,Neutro
Jovem fica ferido após ser torturado em Governador Valadares https://t.co/nJV2WCmIhJ https://t.co/GIbREJoBvR,Neutro
Jovem fica ferido após ser torturado em Governador Valadares https://t.co/NVsyzc2KO6,Neutro
Jovem fica ferido após ser torturado em Governador Valadares https://t.co/QYz810Wtxk https://t.co/mLUsrFrpD1,Neutro
Jovem fica ferido após ser torturado em Governador Valadares https://t.co/VtzMRgN5c9 https://t.co/dGz7Mbza53,Neutro
Jovem fica ferido após ser torturado em Governador Valadares https://t.co/ww2ovWxV3M https://t.co/nyqtWZZ2II,Neutro
Juiz esvazia presídio e concede prisão domiciliar a 161 detentos em Roraima - Nacional - Estado de Minas https://t.co/tMTPebNcyE,Neutro
Juízes e desembargadores de Minas recebem até R$ 127 mil de auxílio-moradia - Politica - Estado de Minas https://t.co/wyT2NeSLTX,Negativo
"Just posted a photo @ Governador Valadares, Minas Gerais https://t.co/HymPs3JJBd",Neutro
Justiça anuncia ajuda a Estados em crise penitenciária - Politica - Estado de Minas https://t.co/TKbCpAiqKQ,Positivo
Justiça suspende gratuidade em estacionamento em shoppings e ... - Estado de Minas https://t.co/niUHBKqie3 https://t.co/1WHrWyVSIP,Neutro
Justiça trava acesso a voos de governador de MG em aeronaves oficiais ou fretadas https://t.co/uodoV6D2F3,Negativo
Kalil dá 30 dias a shoppings para criarem atendimento para estacionamento gratuito - Economia - Estado de Minas https://t.co/sxMNVhjK2n,Neutro
Kalil volta atrás e cancela desoneração de 280 servidores em BH - Politica - Estado de Minas https://t.co/TWJI3b1gua,Neutro
Kkkkkkkkkkk https://t.co/ZJl7L4wS8S,Neutro
"La Alegría es aquel estado de placer producido por algún suceso favorable, suele manifestarse por un buen ánimo.… https://t.co/Svq1HlxnOT",Neutro
"La seguridad del sector minero es nuestra prioridad, @secminasant y @Corantioquia evaluan el estado actual de las m… https://t.co/o7ty6YBJvq",Neutro
le comenté un Estado que decía que era de la novia y le puse que lo vayan a conmigo y la minita puso mg jajajaja que atrevida esa wacha,Neutro
"Le comento un estado a ema,y un loquito y dice que le presente amigas y de toque le pone mg a mi foto de perfil, senti la indirecta jajajaja",Neutro
Le daría mg a ese estado uuuuuui,Neutro
le di mg al estado de una mina que se iba a casar y me mandó esto por interno:,Neutro
Le di mg al estado y lo borro jajajaja,Neutro
Le dio mg a mi estado �,Neutro
Le Dio MG Ah Mi Estado�������,Neutro
Le dio mg al estado como que se dio cuenta����,Neutro
Le dio mg al estado de la putita esa �,Neutro
"Le gustaras a mas personas por como te ves, que por como piensas, por eso una publicación de Instagram tiene mas mg que un estado en twitter",Neutro
"Le pone mg a mi estado y me pregunta como estoy. Que te importa, vieja chusma",Neutro
Le puse mg a alguien en fb en un estado Y ME LLENO DE MG LAS FOTOS POR FAVOR YA ME ACORDÉ PORQUE NO USABA ESO,Neutro
Le puso mg a mi estado y no me contesta,Neutro
"Leia hoje, no caderno Feminino & Masculino, do jornal Estado de Minas, uma entrevista com Leila Gontijo, da... https://t.co/cBGPAYFex5",Neutro
Levantarte y qe irione le de mg a un estado mio���,Neutro
Liberação da cobrança de estacionamento divide lojistas de BH - Estado de Minas https://t.co/2yWK4nagQY https://t.co/SUy6bDLgcT,Neutro
Lição 2 - O propósito do fruto do Espírito - pte. 3 - Governador Valadares/MG: https://t.co/jndwKoQkyC,Neutro
Liminar suspende gratuidade de estacionamento em centros de ... - Estado de Minas https://t.co/be8V1YN2sO https://t.co/Bz4JqY5tLf,Neutro
Liminar suspende gratuidade de estacionamento em centros de compras de BH - Economia - Estado de Minas https://t.co/6EsHrYStYZ,Neutro
Liminar suspende gratuidade de estacionamento em centros de compras de BH - Economia - Estado de Minas https://t.co/gPuDT99iyt,Neutro
Liminar suspende gratuidade de estacionamento em centros de compras de BH - Economia - Estado de Minas https://t.co/N1SP33RuJH,Neutro
Lixo toma conta da Praça do Papa na manhã desta segunda-feira - Gerais - Estado de Minas https://t.co/0f1PpMlnUG,Neutro
Lixo toma conta da Praça do Papa na manhã desta segunda-feira - Gerais - Estado de Minas https://t.co/LHbxYcb2PD  @olibarj,Neutro
Lo nombre a trinca en un estado y todas re fan poniéndole mg jaaja�,Neutro
"Lo peor no es mi estado, sino las 10 personas que le dieron mg https://t.co/1ovFd3xQjm",Neutro
"Los abusos, aun en el estado más sólido, son minas sordas que tarde o temprano estallan. #Frasedeldía",Neutro
"Los abusos, aun en el estado más sólido, son minas sordas que tarde o temprano estallan. ~ Joseph Sanial-Dubay",Neutro
Luiz Emboabas a verdade é que em 2018 quem vai levar é o Bolsonaro https://t.co/e3FOW0wfkU,Neutro
Maduro designa novo vice-presidente na Venezuela - Estado de Minas https://t.co/ahxZlciSuW,Neutro
Maduro eleva em 50% o salário mínimo na Venezuela - Estado de Minas https://t.co/n4zn8IhX55,Neutro
Maduro nomeia novo ministro do Petróleo na Venezuela - Estado de Minas https://t.co/u7Jtsf7T06,Neutro
Maduro nomeia novo vice-presidente - Estado de Minas - https://t.co/1RKcwMa2R8 Maduro nomeia novo vice-presiden... https://t.co/ROQppWS4IE,Neutro
Maduro nomeia novo vice-presidente - Estado de Minas https://t.co/xMrfVcMPSY #notícias https://t.co/Xct91cHN9q,Neutro
Maia diz que sua candidatura está começando a ficar madura - Politica - Estado de Minas https://t.co/jhHgdIjY2Q,Neutro
Maia nega ter criado 'patota' na Câmara e que haverá retaliações após eleição - Estado de Minas https://t.co/ChNGqM7Dye,Neutro
Maia nega ter criado 'patota' na Câmara e que haverá retaliações após eleição - Estado de Minas… https://t.co/LRVDtSuzkM,Neutro
Maia nega ter criado 'patota' na Câmara e que haverá retaliações após eleição – Estado de… https://t.co/TLX8RRCEZA,Neutro
Maia nega ter criado 'patota' na Câmara e que haverá retaliações após eleição - Politica - Estado de Minas https://t.co/6NWM6E3Ydm,Neutro
Mais 2 helicópteros!!A cara de pau e a canalhice ainda só ñ são maiores q a... https://t.co/AUA8uEeO3s by #AnaPaulaVolei via @c0nvey,Negativo
Mais 2 helicópteros!!A cara de pau e a canalhice ainda só ñ são maiores q a... https://t.co/G6K6NxCCOU by #AnaPaulaVolei via @c0nvey,Negativo
Mais 2 helicópteros!!A cara de pau e a canalhice ainda só ñ são maiores q a... https://t.co/kxYz3FN0en by #AnaPaulaVolei via @c0nvey,Negativo
Mais 2 helicópteros!!A cara de pau e a canalhice ainda só ñ são maiores q a... https://t.co/OdRmwTrjiN by #AnaPaulaVolei via @c0nvey,Negativo
Mais 2 helicópteros!!A cara de pau e a canalhice ainda só ñ são maiores q a... https://t.co/W9DrHSiZMJ by #AnaPaulaVolei via @c0nvey,Negativo
Mais 2 helicópteros!!A cara de pau e a canalhice ainda só ñ são maiores q a... https://t.co/WYnBW8vTaM by #AnaPaulaVolei via @c0nvey,Negativo
Mais 2 helicópteros!!A cara de pau e a canalhice ainda só ñ são maiores q a... https://t.co/ZQwBburt9M by #AnaPaulaVolei via @c0nvey,Negativo
Mais de um milhão de pessoas punidas por corrupção na China ... - Estado de Minas https://t.co/4V037PlLCw https://t.co/a3yN76eJpX,Neutro
"MAIS GASTOS: Em calamidade financeira, governo de MG compra mais helicópteros https://t.co/MdVoUZxlQN https://t.co/SsJGhIFhP7",Negativo
Mais um Estado Brasileiro que publica uma Lei que tanto batalhamos. Em Minas estamos nos trâmites legislativos... https://t.co/DFAFaHYMkO,Neutro
"Mal los saqueos a comercios, peor los orquestados por el estado. ¿Y los saqueos a las minas, a PEMEX y al erario? ¿Esos no indignan?  #PRIAN",Neutro
Manhuaçu editada a partir da rede do COMPANHIA DE TECNOLOGIA DA INFORMAÇÃO DO ESTADO DE MG - PRODEMGE https://t.co/F3PsIDlTeS,Neutro
Manhuaçu editada a partir da rede do COMPANHIA DE TECNOLOGIA DA INFORMAÇÃO DO ESTADO DE MG - PRODEMGE https://t.co/k11c0Jt8yu,Neutro
Manhumirim editada a partir da rede do COMPANHIA DE TECNOLOGIA DA INFORMAÇÃO DO ESTADO DE MG - PRODEMGE https://t.co/gNd3am4Vri,Neutro
Manifestantes protestam contra aumento das passagens de ônibus em BH - Gerais - Estado de Minas https://t.co/XzITZK0sN9,Negativo
Mão de obra mais cara acelera inflação na construção no IGP-DI de dezembro - Economia - Estado de Minas https://t.co/ASAzM9C9p7,Neutro
"Mas este Fernando Pimentel é um cara de pau... com o Estado de MG falido, ele sendo investigado, o filho voando... https://t.co/Nni0BG4UgH",Negativo
"Mas o povo lá curte helicóptero msm // Mesmo em calamidade financeira, governo de MG compra mais dois helicópteros https://t.co/0U7oymIPla",Negativo
Mas pra viajar de helicóptero com o filho tem dinheiro sim... https://t.co/hJSMpx5gw4,Negativo
"Mas que fixação por jatinhos e helicópeteros, não? https://t.co/ciNo0gv6oV",Neutro
Mas tem $ p passear de helicóptero c a família BB avisa Justiça que governo de MG não tem recursos em conta judicial https://t.co/OL7TvIlHF7,Neutro
"Massacre em Roraima foi 'acerto interno de contas' do PCC, diz Moraes - Nacional - Estado de Minas https://t.co/7WvsghbBWO",Neutro
"Massacre em Roraima foi 'acerto interno de contas' do PCC, diz Moraes - Nacional - Estado de Minas https://t.co/dvccpPIRzX",Neutro
"Me chupa un huevo que allás estado con otras minas, se que como te sentiste conmigo,  no lo sentiste con ninguna de ellas �",Neutro
Me dijeron por ahi que me haga de #BOCA..!! Si este estado llega a los 100 #MG & #COMENTARIOS me hago de #BOCA,Neutro
Me dio una gracia ver ese mg y después el estado ajajajajajaja,Neutro
"Me hace mal ver en instagram minas con buen estado físico y bronceado. Y yo acá morfando y sin pileta, bueno eso",Neutro
"Me integro al mame.��  El juego es así, tú  le das MG a esté estado & yo por inbox te dire ""Dame un número &... https://t.co/ptPOfEb0iV",Neutro
Me llego la notificación de que Grego me dio mg y entre en un estado de risa y llanto a la vez �,Neutro
me matan esas minas q cambian 554 veces su foto de whatsapp y 628 veces el estado en 1 semana...qué carajo les pasa ????,Neutro
Me Mg hablar así de temas serio y sacarla de ese estado y dejar en otro mejor,Neutro
Me muero jajajaja el chabon me hizo jn re quilombo por un mg en un estado y el le pone mg a todo en ig de pibas,Neutro
"Me ponen un estado de que soy gay y tiene 14 mg , bien ahi loco",Neutro
Me resulta IMPOSIBLE no pomer mg a cualquier estado de face que se refiera a mi ahijado �,Neutro
Me senti popu con 40 mg en un estado aa,Neutro
MEDIDA INFANTIL! >> Temer anuncia construção de presídio de segurança máxima no RS - Estado de Minas https://t.co/5wMlsrz8p7,Neutro
Meirelles diz que teve conversa abrangente com Cármen Lúcia - Estado de Minas https://t.co/NtCd4w49QR,Neutro
Meirelles diz que teve conversa abrangente com Cármen Lúcia - Politica - Estado de Minas https://t.co/Go6V8IVJ04,Neutro
Meirelles diz que teve conversa abrangente com Cármen Lúcia - Politica - Estado de Minas https://t.co/Su9Cp962Rn,Neutro
Meirelles e Pezão discutem crise financeira no Rio em reunião - Politica - Estado de Minas https://t.co/QlceyLbNoX,Neutro
Mesa Diretora da Câmara leva 'bandeira branca' para melhorar relação com Kalil - Politica - Estado de Minas https://t.co/zXp0aKu6vr,Neutro
"Mesmo em ‘calamidade financeira’, governo de MG compra mais dois helicópteros https://t.co/Opo3z0r22K",Negativo
"Mesmo em ‘calamidade financeira’, governo de MG compra mais dois helicópteros https://t.co/JqUNhHYuQn https://t.co/1On2sOhnhF",Negativo
"Mesmo em calamidade financeira, Estado de Minas compra mais dois helicópteros https://t.co/cyIYNkbT4I",Negativo
"Mesmo em calamidade financeira, governo de MG compra mais 2 helicópteros, prendam Pimentel já https://t.co/dGqM2XzPVs via @UOLNoticias @UOL",Negativo
"Mesmo em calamidade financeira, governo de MG compra mais dois helicópteros  https://t.co/VARiO6nzYN",Negativo
"Mesmo em calamidade financeira, governo de MG compra mais dois helicópteros  https://t.co/wMnrt163iw",Negativo
"Mesmo em 'calamidade financeira', governo de MG compra mais dois helicópteros - ISTOÉ Independente https://t.co/cWcv9j1U6A",Negativo
"Mesmo em 'calamidade financeira', governo de MG compra mais dois helicópteros . Noticias https://t.co/dBmJM9Mdlp",Negativo
"Mesmo em calamidade financeira, governo de MG compra mais dois helicópteros https://t.co/7AzNagFHQn via @UOLNoticias @UOL",Negativo
"Mesmo em calamidade financeira, governo de MG compra mais dois helicópteros https://t.co/7rBcdHm4vx",Negativo
"Mesmo em calamidade financeira, governo de MG compra mais dois helicópteros https://t.co/AD7K76bCDZ via @UOLNoticias @UOL",Negativo
"Mesmo em calamidade financeira, governo de MG compra mais dois helicópteros https://t.co/AikkjO0m3n",Negativo
"Mesmo em 'calamidade financeira', governo de MG compra mais dois helicópteros https://t.co/aR186yD2Xj",Negativo
"Mesmo em calamidade financeira, governo de MG compra mais dois helicópteros https://t.co/L1V8gCcF9N via @UOLNoticias @UOL",Negativo
"Mesmo em 'calamidade financeira', governo de MG compra mais dois helicópteros https://t.co/L4RcZg3Icg",Negativo
"Mesmo em calamidade financeira, governo de MG compra mais dois helicópteros https://t.co/lKw2mQOv5Z via @UOLNoticias @UOL",Negativo
"Mesmo em calamidade financeira, governo de MG compra mais dois helicópteros https://t.co/LRYdAvckNg via @UOLNoticias @UOL",Negativo
"Mesmo em calamidade financeira, governo de MG compra mais dois helicópteros https://t.co/Ms3f7SVJnz via @UOLNoticias @UOL",Negativo
"Mesmo em calamidade financeira, governo de MG compra mais dois helicópteros https://t.co/PhHL5Hqjok via @UOLNoticias @UOL",Negativo
"Mesmo em 'calamidade financeira', governo de MG compra mais dois helicópteros https://t.co/qLgi0hHvSt",Negativo
